Source_ID,Source_Type,Target_ID,Target_Type,Rel_Type,Weight,As_Of
CTL-SCA-1,Control,CAP-AUTH,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-SCA-1,Control,EVD-CTL-SCA-1-EV-ACCESS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-SCA-1-EV-ACCESS,Evidence,TEC-ENTRA,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-SCA-1,Control,EVD-CTL-SCA-1-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-SCA-1-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-SCA-1,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-SCA-1,Control,PR-PAYMENTS,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-SCA-1,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-SCA-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-SCA-2,Control,SYS-PAY,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-SCA-2,Control,SYS-TM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-SCA-2,Control,RK-CYBER,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-SCA-2,Control,CAP-AUTH,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-SCA-2,Control,EVD-CTL-SCA-2-EV-ACCESS,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-SCA-2-EV-ACCESS,Evidence,TEC-ENTRA,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-SCA-2,Control,EVD-CTL-SCA-2-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-SCA-2-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-SCA-2,Control,PR-PAYMENTS,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-SCA-2,Control,PR-FRAUD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CO-1,Control,SYS-CRM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-CO-1,Control,RK-CONDUCT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-CO-1,Control,CAP-COND,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-CO-1,Control,EVD-CTL-CO-1-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CO-1-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CO-1,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CO-1,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CO-2,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-CO-2,Control,RK-CONDUCT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-CO-2,Control,CAP-COND,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-CO-2,Control,EVD-CTL-CO-2-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CO-2-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CO-2,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CO-2,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CO-2,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CO-3,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-CO-3,Control,SYS-CRM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-CO-3,Control,RK-CONDUCT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-CO-3,Control,CAP-COND,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-CO-3,Control,EVD-CTL-CO-3-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-CO-3-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-CO-3,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CO-3,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CO-3,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CO-3,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-CO-3,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MR-1,Control,SYS-AIP,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-MR-1,Control,RK-MODEL,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-MR-1,Control,CAP-MRM,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-MR-1,Control,EVD-CTL-MR-1-EV-MODELCARD,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-MR-1-EV-MODELCARD,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-MR-1,Control,EVD-CTL-MR-1-EV-MONITOR,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-MR-1-EV-MONITOR,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-MR-1,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MR-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MR-2,Control,SYS-AIP,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-MR-2,Control,SYS-CREDIT,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-MR-2,Control,RK-MODEL,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-MR-2,Control,CAP-MRM,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-MR-2,Control,EVD-CTL-MR-2-EV-MODELCARD,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-MR-2-EV-MODELCARD,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-MR-2,Control,EVD-CTL-MR-2-EV-MONITOR,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-MR-2-EV-MONITOR,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-MR-2,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MR-2,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MR-3,Control,SYS-AIP,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-MR-3,Control,RK-MODEL,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-MR-3,Control,CAP-MRM,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-MR-3,Control,EVD-CTL-MR-3-EV-MODELCARD,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-MR-3-EV-MODELCARD,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-MR-3,Control,EVD-CTL-MR-3-EV-MONITOR,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-MR-3-EV-MONITOR,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-MR-3,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-MR-3,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AI-1,Control,SYS-AIP,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-AI-1,Control,RK-MODEL,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-AI-1,Control,CAP-AIG,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-AI-1,Control,EVD-CTL-AI-1-EV-AGENTEVAL,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-AI-1-EV-AGENTEVAL,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-AI-1,Control,EVD-CTL-AI-1-EV-MODELCARD,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-AI-1-EV-MODELCARD,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-AI-1,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AI-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AI-2,Control,SYS-AIP,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-AI-2,Control,RK-MODEL,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-AI-2,Control,CAP-AIG,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-AI-2,Control,EVD-CTL-AI-2-EV-AGENTEVAL,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-AI-2-EV-AGENTEVAL,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-AI-2,Control,EVD-CTL-AI-2-EV-MODELCARD,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-AI-2-EV-MODELCARD,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-AI-2,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AI-2,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AI-3,Control,SYS-AIP,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-AI-3,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-AI-3,Control,RK-MODEL,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-AI-3,Control,CAP-AIG,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-AI-3,Control,EVD-CTL-AI-3-EV-AGENTEVAL,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-AI-3-EV-AGENTEVAL,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-AI-3,Control,EVD-CTL-AI-3-EV-MODELCARD,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-AI-3-EV-MODELCARD,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-AI-3,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AI-3,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AI-3,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AI-3,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TD-1,Control,SYS-AIP,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-TD-1,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-TD-1,Control,RK-MODEL,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-TD-1,Control,CAP-TDQ,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-TD-1,Control,EVD-CTL-TD-1-EV-DQ,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-TD-1-EV-DQ,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-TD-1,Control,EVD-CTL-TD-1-EV-LINEAGE,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-TD-1-EV-LINEAGE,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-TD-1,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TD-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TD-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TD-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TD-2,Control,SYS-AIP,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-TD-2,Control,RK-MODEL,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-TD-2,Control,CAP-TDQ,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-TD-2,Control,EVD-CTL-TD-2-EV-DQ,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-TD-2-EV-DQ,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-TD-2,Control,EVD-CTL-TD-2-EV-LINEAGE,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-TD-2-EV-LINEAGE,Evidence,TEC-PURVIEW,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-TD-2,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TD-2,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TR-1,Control,SYS-AIP,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-TR-1,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-TR-1,Control,RK-MODEL,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-TR-1,Control,CAP-TRACE,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-TR-1,Control,EVD-CTL-TR-1-EV-MODELCARD,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-TR-1-EV-MODELCARD,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-TR-1,Control,EVD-CTL-TR-1-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-TR-1-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-TR-1,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TR-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TR-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TR-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TR-2,Control,SYS-AIP,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-TR-2,Control,RK-MODEL,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-TR-2,Control,CAP-TRACE,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-TR-2,Control,EVD-CTL-TR-2-EV-MODELCARD,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-TR-2-EV-MODELCARD,Evidence,TEC-FOUNDRY,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-TR-2,Control,EVD-CTL-TR-2-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-TR-2-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-TR-2,Control,PR-LENDING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-TR-2,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AU-1,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-AU-1,Control,SYS-IAM,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-AU-1,Control,RK-REPORT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-AU-1,Control,CAP-AUD,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-AU-1,Control,EVD-CTL-AU-1-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-AU-1-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-AU-1,Control,PR-ONBOARD,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AU-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AU-1,Control,PR-SERVICE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AU-1,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AU-1,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AU-2,Control,SYS-LAKE,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-AU-2,Control,RK-REPORT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-AU-2,Control,CAP-AUD,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-AU-2,Control,EVD-CTL-AU-2-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-AU-2-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-AU-2,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AU-2,Control,PR-DATAGOV,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-AU-2,Control,PR-AILIFE,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RP-1,Control,SYS-REGRPT,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-RP-1,Control,RK-REPORT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-RP-1,Control,CAP-REP,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-RP-1,Control,EVD-CTL-RP-1-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-RP-1-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-RP-1,Control,EVD-CTL-RP-1-EV-CAPREC,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-RP-1-EV-CAPREC,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-RP-1,Control,PR-TRADING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RP-1,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RP-2,Control,SYS-REGRPT,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-RP-2,Control,SYS-GL,System,CONTROL_IMPLEMENTED_IN_SYSTEM,1.0,2026-06-25
CTL-RP-2,Control,RK-REPORT,Risk,CONTROL_MITIGATES_RISK,1.0,2026-06-25
CTL-RP-2,Control,CAP-REP,Capability,CONTROL_REALIZES_CAPABILITY,1.0,2026-06-25
CTL-RP-2,Control,EVD-CTL-RP-2-EV-AUDIT,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-RP-2-EV-AUDIT,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-RP-2,Control,EVD-CTL-RP-2-EV-CAPREC,Evidence,CONTROL_EVIDENCED_BY,1.0,2026-06-25
EVD-CTL-RP-2-EV-CAPREC,Evidence,TEC-FABRIC,Technology,EVIDENCE_PRODUCED_BY_TECHNOLOGY,1.0,2026-06-25
CTL-RP-2,Control,PR-TRADING,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CTL-RP-2,Control,PR-REGRPT,BusinessProcess,CONTROL_OPERATES_IN_PROCESS,1.0,2026-06-25
CHG-EUAIACT,RegulatoryChange,REG-AIACT,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-EUAIACT,RegulatoryChange,OBL-EUAIACT-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-EUAIACT-01,Obligation,CTL-TD-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-01,Obligation,CTL-TD-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-01,Obligation,DD-MODEL,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-EUAIACT-01,Obligation,DD-CREDIT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-EUAIACT,RegulatoryChange,OBL-EUAIACT-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-EUAIACT-02,Obligation,CTL-LIN-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-02,Obligation,CTL-LIN-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-02,Obligation,DD-FIN,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-EUAIACT-02,Obligation,DD-CREDIT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-EUAIACT-02,Obligation,DD-TRADE,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-EUAIACT,RegulatoryChange,OBL-EUAIACT-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-EUAIACT-03,Obligation,CTL-TR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-03,Obligation,CTL-TR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-03,Obligation,DD-MODEL,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-EUAIACT,RegulatoryChange,OBL-EUAIACT-04,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-EUAIACT-04,Obligation,CTL-AI-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-04,Obligation,CTL-AI-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-04,Obligation,CTL-AI-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-04,Obligation,DD-MODEL,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-EUAIACT,RegulatoryChange,OBL-EUAIACT-05,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-EUAIACT-05,Obligation,CTL-MR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-05,Obligation,CTL-MR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-05,Obligation,CTL-MR-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-EUAIACT-05,Obligation,DD-MODEL,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-EUAIACT-05,Obligation,DD-CREDIT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-NISTAIRMF,RegulatoryChange,REG-NIST,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-NISTAIRMF,RegulatoryChange,OBL-NISTAIRMF-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-NISTAIRMF-01,Obligation,CTL-AI-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-NISTAIRMF-01,Obligation,CTL-AI-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-NISTAIRMF-01,Obligation,CTL-AI-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-NISTAIRMF-01,Obligation,DD-MODEL,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
