Score_Key,Change_ID,Scope_Type,Scope_ID,Scope_Name,Scenario,Score,Status,As_Of
Capability|CAP-TPR|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-TPR,Third-Party / ICT Dependency,AsIs,32.2,Non-Compliant,2026-06-25
Capability|CAP-CYBER|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-CYBER,Cyber Security,AsIs,42.5,Non-Compliant,2026-06-25
Capability|CAP-AC|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-AC,Access Control,AsIs,58.8,Partially Compliant,2026-06-25
Capability|CAP-CAPITAL|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-CAPITAL,Capital & RWA,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-DQ|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-DQ,Data Quality,AsIs,41.2,Non-Compliant,2026-06-25
Capability|CAP-LIN|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-LIN,Data Lineage,AsIs,26.2,Non-Compliant,2026-06-25
Capability|CAP-MDM|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-MDM,Metadata & Catalog,AsIs,3.0,Non-Compliant,2026-06-25
Capability|CAP-RET|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-RET,Data Retention,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-PII|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-PII,PII Protection,AsIs,62.8,Partially Compliant,2026-06-25
Capability|CAP-AUTH|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-AUTH,Strong Authentication,AsIs,50.0,Partially Compliant,2026-06-25
Capability|CAP-COND|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-COND,Conduct & Fair Value,AsIs,82.3,Compliant,2026-06-25
Capability|CAP-MRM|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-MRM,Model Risk Management,AsIs,47.0,Non-Compliant,2026-06-25
Capability|CAP-AIG|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-AIG,AI Governance,AsIs,55.8,Partially Compliant,2026-06-25
Capability|CAP-TDQ|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-TDQ,Training Data Quality,AsIs,45.5,Non-Compliant,2026-06-25
Capability|CAP-TRACE|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-TRACE,Traceability & Explainability,AsIs,8.8,Non-Compliant,2026-06-25
Capability|CAP-AUD|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-AUD,Auditability & Evidence,AsIs,100.0,Compliant,2026-06-25
Capability|CAP-REP|AsIs|CHG-AMLD|2026-06-25,CHG-AMLD,Capability,CAP-REP,Regulatory Reporting,AsIs,83.8,Compliant,2026-06-25
